종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","1628","28","1.75","1603","1646","1600","1397602","2278292637","156110611492","95891039"
"045520","크린앤사이언스","KOSDAQ","중견기업부","7490","20","0.27","7470","7520","7410","3848","28766790","48685000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","901","13","1.46","888","903","886","103331","92623402","55290429026","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","37950","-2150","-5.36","40100","40100","37600","355750","13643680900","2458275840900","64776702"
"352770","클리노믹스","KOSDAQ","기술성장기업부","2875","215","8.08","2690","2920","2575","4452214","12430494800","91928352125","31975079"
"237880","클리오","KOSDAQ","우량기업부","28700","-50","-0.17","29050","29200","28200","58110","1666263700","518647831100","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","3720","10","0.27","3680","3745","3680","25579","95017985","52010848920","13981411"
"020120","키다리스튜디오","KOSPI",,"5090","100","2.00","5000","5140","4985","82924","418623635","188282998940","36990766"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2095","-5","-0.24","2075","2095","2075","359","745460","7185850000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2050","-10","-0.49","2045","2055","2025","10973","22287305","8415250000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2035","0","0.00","2055","2055","2015","8247","16670925","11965800000","5880000"
"039490","키움증권","KOSPI",,"97800","1100","1.14","96700","99500","96500","76171","7487990700","2564971846800","26226706"
"054780","키이스트","KOSDAQ","우량기업부","7440","-350","-4.49","7890","7890","7250","171242","1277574020","145435579920","19547793"
"336040","타스컴","KONEX","일반기업부","9790","50","0.51","9790","9790","9790","2","19580","41158187950","4204105"
"219130","타이거일렉","KOSDAQ","우량기업부","18640","-640","-3.32","19420","19420","18360","62020","1163317680","117698365600","6314290"
"346010","타이드","KONEX","일반기업부","7500","970","14.85","7500","7500","7500","1","7500","36450465000","4860062"
"318660","타임기술","KONEX","일반기업부","1900","200","11.76","1700","1900","1700","21","36900","4088991900","2152101"
"434190","탈로스","KONEX","일반기업부","5970","-30","-0.50","5840","5980","5820","2162","12643230","43995520980","7369434"
"360070","탑머티리얼","KOSDAQ","벤처기업부","63500","-900","-1.40","64500","65300","63200","91052","5862001200","507005780500","7984343"
"180060","탑선","KONEX","일반기업부","8520","0","0.00","8520","9000","8300","414","3508960","79642114320","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","5350","50","0.94","5360","5450","5250","34296","183625870","91315394300","17068298"
"134580","탑코미디어","KOSDAQ","중견기업부","3960","245","6.59","3715","4395","3715","1833710","7508033330","87222037320","22025767"
"014580","태경비케이","KOSPI",,"6730","20","0.30","6720","6850","6700","141052","954221390","185634263000","27583100"
"015890","태경산업","KOSPI",,"6570","40","0.61","6530","6600","6520","109600","718288200","192032887500","29228750"
"006890","태경케미컬","KOSPI",,"13560","-80","-0.59","13680","13810","13030","73834","999457990","157296000000","11600000"
"023160","태광","KOSDAQ","우량기업부","15130","330","2.23","14860","15130","14790","110013","1654826670","400945000000","26500000"
"003240","태광산업","KOSPI",,"605000","-4000","-0.66","610000","613000","605000","804","488513000","673607000000","1113400"
"011280","태림포장","KOSPI",,"2485","40","1.64","2450","2485","2440","49010","120794340","175952760900","70805940"
"323280","태성","KOSDAQ","벤처기업부","3900","-285","-6.81","4090","4110","3870","3646914","14353816295","98425197000","25237230"
"053620","태양","KOSDAQ","우량기업부","7220","40","0.56","7200","7230","7160","1247","8971050","62092000000","8600000"
"052960","태양3C","KONEX","일반기업부","4060","160","4.10","3900","4060","3900","1626","6341560","19841536680","4887078"
"004100","태양금속","KOSPI",,"3960","-40","-1.00","4000","4065","3875","1412182","5617259870","145332000000","36700000"
"004105","태양금속우","KOSPI",,"10550","720","7.32","9830","10800","9750","1384699","14339365540","34815000000","3300000"
"116100","태양기계","KONEX","일반기업부","1138","9","0.80","962","1296","962","428","446499","7101104068","6239986"
"009410","태영건설","KOSPI",,"2905","15","0.52","2880","3325","2825","5661258","17088826625","113001879690","38899098"
"009415","태영건설우","KOSPI",,"4980","25","0.50","4955","5000","4800","32183","158983440","6484667160","1302142"
"044490","태웅","KOSDAQ","중견기업부","16140","790","5.15","15740","16950","15650","453042","7488193750","322919129340","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","3465","-5","-0.14","3475","3475","3430","82720","285676685","133113463560","38416584"
"001420","태원물산","KOSPI",,"5010","10","0.20","5020","5020","4900","9533","47506405","38076000000","7600000"
"007980","태평양물산","KOSPI",,"2600","70","2.77","2525","2615","2505","1068964","2750181510","132070494400","50796344"
"191420","테고사이언스","KOSDAQ","벤처기업부","13390","350","2.68","13070","13390","12890","43436","566924130","108577287260","8108834"
"073640","테라사이언스","KOSDAQ","투자주의환기종목(소속부없음)","1438","73","5.35","1365","1569","1364","7668885","11376884038","137454686952","95587404"
"066700","테라젠이텍스","KOSDAQ","중견기업부","4205","50","1.20","4155","4210","4150","79542","332553825","136554999175","32474435"
"095610","테스","KOSDAQ GLOBAL","우량기업부","20350","-250","-1.21","20450","20750","20050","93315","1896226350","402283399100","19768226"
"055490","테이팩스","KOSPI",,"29550","750","2.60","28950","30400","28850","32065","959106250","140795407500","4764650"
"308700","테크엔","KONEX","일반기업부","598","-10","-1.64","598","598","598","100","59800","2392000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","3870","40","1.04","4035","4035","3740","77945","300114570","64532362230","16675029"
"089030","테크윙","KOSDAQ","우량기업부","10100","-150","-1.46","10300","10320","10030","863747","8734630790","377271814500","37353645"
"258050","테크트랜스","KONEX","일반기업부","750","51","7.30","596","767","595","10018","5962922","7495681500","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","28300","-1100","-3.74","29750","29850","27900","825056","23573503500","428581793900","15144233"
"091440","텔레필드","KOSDAQ","벤처기업부","8610","190","2.26","8320","9070","8250","590727","5102863650","88149085290","10237989"
"078000","텔코웨어","KOSPI",,"10000","10","0.10","10100","10100","9980","5519","55258350","97027060000","9702706"
"200230","텔콘RF제약","KOSDAQ","중견기업부","992","-2","-0.20","990","1001","985","174189","173007206","110986401376","111881453"
"214420","토니모리","KOSPI",,"4120","20","0.49","4145","4145","4085","79250","325035410","99105771880","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","4155","-30","-0.72","4185","4230","4130","101236","421272915","63806440320","15356544"
"215480","토박스코리아","KOSDAQ","중견기업부","3510","-30","-0.85","3540","3540","3500","12319","43388675","33748499070","9614957"
"051360","토비스","KOSDAQ","중견기업부","15690","-290","-1.81","15960","15980","15500","207446","3254191610","255230140020","16267058"
"045340","토탈소프트","KOSDAQ","벤처기업부","4420","-80","-1.78","4470","4525","4415","26032","115624375","37826536800","8558040"
"108230","톱텍","KOSDAQ","중견기업부","7610","150","2.01","7480","7610","7450","27532","206879580","289356894450","38023245"
"079970","투비소프트","KOSDAQ","벤처기업부","561","1","0.18","559","562","542","430734","237637766","44041306683","78505003"
"199800","툴젠","KOSDAQ","기술성장기업부","66800","1000","1.52","64300","70700","59000","472794","30825865900","529007503200","7919274"
"417790","트루엔","KOSDAQ","벤처기업부","11140","0","0.00","11200","11320","11100","45767","512647470","122536101000","10999650"
"105550","트루윈","KOSDAQ","중견기업부","2210","-10","-0.45","2250","2280","2210","519823","1062680000","100439954030","45447943"
"290090","트윔","KOSDAQ","벤처기업부","12880","-50","-0.39","12960","13100","12800","3259","41963520","95415915840","7408068"
"026150","특수건설","KOSDAQ","중견기업부","7670","-50","-0.65","7730","7800","7670","68174","526025360","134580358770","17546331"
"322180","티라유텍","KOSDAQ","벤처기업부","4630","50","1.09","4615","4740","4520","77737","361261295","76485169250","16519475"
"117730","티로보틱스","KOSDAQ","벤처기업부","19470","270","1.41","19410","19550","19050","375176","7240630820","346044067710","17773193"
"033830","티비씨","KOSDAQ","중견기업부","987","-4","-0.40","989","1004","984","59689","59154891","98700000000","100000000"
"057680","티사이언티픽","KOSDAQ","중견기업부","1826","16","0.88","1809","1839","1790","476548","864641432","125436660976","68694776"
"204610","티쓰리","KOSDAQ","벤처기업부","1251","6","0.48","1250","1277","1240","3623775","4216271075","84179439720","67289720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","109400","-4100","-3.61","114500","115300","107200","92987","10152035600","1277245000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","7140","-60","-0.83","7580","7580","7030","121788","892055510","151431674520","21208918"
"340570","티앤엘","KOSDAQ","우량기업부","42600","-550","-1.27","43150","43300","42500","46684","2002813300","346252800000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","657","-5","-0.76","662","669","644","345109","225578328","71481375963","108799659"
"277880","티에스아이","KOSDAQ","기술성장기업부","9220","120","1.32","9090","9480","9090","149349","1383844000","185839776760","20156158"
"131290","티에스이","KOSDAQ GLOBAL","우량기업부","47400","-1000","-2.07","48400","49050","47400","58560","2805048000","524311734600","11061429"
"019180","티에이치엔","KOSPI",,"3300","35","1.07","3250","3335","3250","121187","399457140","59400000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","32800","-1200","-3.53","34600","34700","32500","94819","3133979250","373296800000","11381000"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","2315","-245","-9.57","2590","2610","2315","1358198","3276343525","64931703380","28048252"
"356860","티엘비","KOSDAQ","우량기업부","26700","-100","-0.37","28100","28200","26550","326268","8919715550","262531221000","9832630"
"062860","티엘아이","KOSDAQ","관리종목(소속부없음)","5800","0","0.00","0","0","0","0","0","57261776000","9872720"
"413300","티엘엔지니어링","KONEX","일반기업부","3695","300","8.84","3695","3695","3695","1","3695","4823877925","1305515"
"363280","티와이홀딩스","KOSPI",,"4725","-365","-7.17","4910","5060","4550","2630277","12445427135","238278291300","50429268"
"36328K","티와이홀딩스우","KOSPI",,"8390","-1810","-17.75","9000","9010","8020","147288","1253973660","10428887460","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","8200","210","2.63","7990","8250","7980","69979","568358500","201904516400","24622502"
"091810","티웨이항공","KOSPI",,"2345","20","0.86","2335","2355","2315","573552","1343239280","470809287095","200771551"
"004870","티웨이홀딩스","KOSPI",,"488","7","1.46","480","509","473","332013","161740610","54466506184","111611693"
"425040","티이엠씨","KOSDAQ","기술성장기업부","46650","2000","4.48","44950","46800","44950","155909","7218973100","495708218100","10626114"
"104480","티케이케미칼","KOSDAQ","우량기업부","1820","17","0.94","1805","1855","1801","348216","636661848","165429689880","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","3250","60","1.88","3185","3275","3185","177948","577676905","78872306500","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2670","40","1.52","2630","2690","2605","116342","306493015","30108732930","11276679"
"217880","틸론","KONEX","일반기업부","3465","-105","-2.94","3695","3695","3400","2876","9939825","18585029925","5363645"
"084730","팅크웨어","KOSDAQ","우량기업부","16620","720","4.53","15900","16870","15900","252218","4170106540","184638626880","11109424"
"058530","파나케이아","KOSDAQ","관리종목(소속부없음)","1620","0","0.00","0","0","0","0","0","32527053360","20078428"
"440110","파두","KOSDAQ","기술성장기업부","20600","-400","-1.90","20650","21450","20300","695255","14485747900","1004311861800","48753003"
"034230","파라다이스","KOSDAQ","중견기업부","13700","-50","-0.36","13750","13770","13600","327463","4474659640","1257099327500","91759075"
"033540","파라텍","KOSDAQ","중견기업부","1436","35","2.50","1395","1500","1361","2662590","3755124592","114577197860","79789135"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","11410","120","1.06","11190","11510","10980","253146","2856123240","147405356420","12918962"
"043200","파루","KOSDAQ","벤처기업부","687","5","0.73","682","692","679","50169","34453596","28719564405","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","105500","-2200","-2.04","106900","107700","104400","79642","8386454100","1088804626500","10320423"
"217950","파마리서치바이오","KONEX","일반기업부","20250","250","1.25","20000","20250","20000","822","16441900","82303917750","4064391"
"208340","파멥신","KOSDAQ","기술성장기업부","1710","-40","-2.29","1750","1864","1680","3276595","5870809694","44770903650","26181815"
"005690","파미셀","KOSPI",,"5550","210","3.93","5390","5740","5360","797462","4440914800","333094150200","60016964"
"177830","파버나인","KOSDAQ","우량기업부","3450","20","0.58","3450","3470","3420","43252","148851430","49296197850","14288753"
"037070","파세코","KOSDAQ","우량기업부","10060","220","2.24","9880","10080","9830","58813","585998240","201200000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","8860","0","0.00","8860","8890","8500","154624","1346784990","103262608920","11654922"
"037030","파워넷","KOSDAQ","중견기업부","3090","30","0.98","3085","3110","3060","122338","377175375","60323140680","19522052"
"047310","파워로직스","KOSDAQ","중견기업부","6590","290","4.60","6300","6920","6300","2924682","19447310270","235204006320","35691048"
"266870","파워풀엑스","KONEX","일반기업부","825","38","4.83","898","898","701","1240","881406","5287161000","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","3060","-55","-1.77","3085","3170","3055","217357","672754470","100533928500","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","10730","50","0.47","10680","10840","10530","20323","217024300","73568420900","6856330"
"049120","파인디앤씨","KOSDAQ","중견기업부","1127","-1","-0.09","1128","1128","1101","9556","10677413","39411389479","34970177"
"038950","파인디지털","KOSDAQ","중견기업부","5600","400","7.69","5190","5900","5110","792241","4452931870","57180284000","10210765"
"441270","파인엠텍","KOSDAQ","중견기업부","8290","-180","-2.13","8510","8690","8290","411528","3472254960","303332418110","36590159"
"106240","파인테크닉스","KOSDAQ","우량기업부","1733","7","0.41","1726","1778","1699","51857","90033981","27594657781","15923057"
"131760","파인텍","KOSDAQ","중견기업부","947","5","0.53","943","949","932","151441","142193907","41129709101","43431583"
"065690","파커스","KOSDAQ","중견기업부","1690","-8","-0.47","1682","1702","1682","24127","40742875","23743369390","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","165700","-500","-0.30","165100","167800","163500","30447","5043525300","1154259406300","6965959"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","8330","-150","-1.77","8450","8490","8320","286019","2394145040","490788722620","58918214"
"202960","판도라티비","KONEX","일반기업부","986","0","0.00","999","999","920","3784","3603779","11748763852","11915582"
"032800","판타지오","KOSDAQ","중견기업부","297","-4","-1.33","301","302","291","283965","84616583","34982232318","117785294"
"318010","팜스빌","KOSDAQ","중견기업부","8650","10","0.12","8680","8690","8510","1763","15153040","68588773700","7929338"
"036580","팜스코","KOSPI",,"3080","-15","-0.48","3095","3105","3065","21852","67495935","113122064440","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","1599","1","0.06","1595","1609","1595","250445","400927993","178155143400","111416600"
"004720","팜젠사이언스","KOSPI",,"6080","30","0.50","6050","6130","6010","69479","421527350","109455011520","18002469"
"225590","패션플랫폼","KOSDAQ","벤처기업부","1252","0","0.00","1244","1257","1244","66374","82905310","33349164676","26636713"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부","731","20","2.81","718","732","711","250795","180238037","48564746702","66436042"
"068050","팬엔터테인먼트","KOSDAQ","중견기업부","3920","70","1.82","3860","3935","3800","338635","1319726010","108560777920","27694076"
"028670","팬오션","KOSPI",,"4375","-25","-0.57","4405","4430","4325","2681135","11775539790","2338741615000","534569512"
"222110","팬젠","KOSDAQ","기술성장기업부","6220","70","1.14","6150","6270","6100","13059","80637060","66414858600","10677630"
"271830","팸텍","KOSDAQ","벤처기업부","3915","-50","-1.26","3965","3980","3765","730524","2819310130","112449942090","28722846"
"010820","퍼스텍","KOSPI",,"3240","10","0.31","3225","3260","3220","226090","733118180","158021079120","48771938"
"016800","퍼시스","KOSPI",,"31850","250","0.79","31600","32350","31600","2087","66545300","366275000000","11500000"
"263750","펄어비스","KOSDAQ GLOBAL","우량기업부","39050","-250","-0.64","39150","39300","38900","162771","6361762650","2508878737750","64247855"
"251970","펌텍코리아","KOSDAQ","우량기업부","25150","-550","-2.14","25600","25800","24850","25868","650955850","311860000000","12400000"
"001020","페이퍼코리아","KOSPI",,"800","-6","-0.74","806","806","798","68744","55105646","142386650400","177983313"
"327610","펨토바이오메드","KONEX","일반기업부","6140","-170","-2.69","6400","6400","6000","726","4374890","51583810080","8401272"
"168360","펨트론","KOSDAQ","벤처기업부","16140","-360","-2.18","16500","16500","15910","192619","3114174210","171796451880","10644142"
"087010","펩트론","KOSDAQ","기술성장기업부","29150","-2150","-6.87","31450","31450","28250","1260824","37032187150","601272764950","20626853"
"090080","평화산업","KOSPI",,"1309","18","1.39","1303","1314","1292","142157","185837098","71867057031","54902259"
"010770","평화홀딩스","KOSPI",,"3230","0","0.00","3230","3250","3205","7142","23052205","47240255180","14625466"
"119500","포메탈","KOSDAQ","중견기업부","3560","40","1.14","3535","3580","3495","74197","261661200","42176145920","11847232"
"389140","포바이포","KOSDAQ","벤처기업부","8400","90","1.08","8310","8780","8250","143288","1212786240","93015174000","11073235"
"022100","포스코DX","KOSDAQ GLOBAL","우량기업부","52100","100","0.19","52500","52600","51600","1147884","59708230400","7921009380900","152034729"
"058430","포스코스틸리온","KOSPI",,"51000","1100","2.20","50500","51500","50100","49807","2539641900","306000000000","6000000"
"009520","포스코엠텍","KOSDAQ","우량기업부","23100","350","1.54","23000","23600","22950","580669","13515206700","961946439300","41642703"
"047050","포스코인터내셔널","KOSPI",,"58500","2500","4.46","56700","59800","56500","1828159","106801181900","10291483098000","175922788"
"003670","포스코퓨처엠","KOSPI",,"360500","10500","3.00","355000","372000","352500","1195622","434347394000","27925490810000","77463220"
"189690","포시에스","KOSDAQ","벤처기업부","2460","-45","-1.80","2505","2535","2430","302733","748653850","67212043740","27321969"
"318020","포인트모바일","KOSDAQ","관리종목(소속부없음)","18100","0","0.00","0","0","0","0","0","229187123200","12662272"
"256630","포인트엔지니어링","KOSDAQ","벤처기업부","1593","1","0.06","1592","1593","1585","11321","17985678","92389335696","57997072"
"331380","포커스에이치엔에스","KOSDAQ","벤처기업부","2065","-35","-1.67","2100","2100","2060","96941","200936745","39335321830","19048582"
"234100","폴라리스세원","KOSDAQ","우량기업부","1835","22","1.21","1817","1874","1817","486044","900945527","99721695080","54344248"
"041020","폴라리스오피스","KOSDAQ","벤처기업부","4390","-35","-0.79","4425","4530","4350","942985","4180397750","218294936220","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","693","2","0.29","691","694","687","336729","232515429","44157905946","63719922"
"290720","푸드나무","KOSDAQ","중견기업부","8310","40","0.48","8290","8470","8270","14282","119292740","111379411980","13403058"
"005670","푸드웰","KOSDAQ","우량기업부","4805","10","0.21","4795","4845","4765","9572","45915460","48050000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","8760","200","2.34","8590","8780","8570","120327","1046629760","73245741360","8361386"
"007330","푸른저축은행","KOSDAQ","우량기업부","9090","40","0.44","9010","9090","8960","23167","209281830","137102652000","15082800"
"017810","풀무원","KOSPI",,"10770","-60","-0.55","10810","10890","10730","22992","247565340","410558237340","38120542"
"093380","풍강","KOSDAQ","중견기업부","3815","-30","-0.78","3820","3860","3805","51939","199571090","37689579095","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","12230","-130","-1.05","12250","12520","12190","91592","1126412830","154098000000","12600000"
"103140","풍산","KOSPI",,"37850","100","0.26","38000","38850","37550","226572","8640049100","1060718922300","28024278"
"005810","풍산홀딩스","KOSPI",,"36050","-300","-0.83","36000","36800","35950","14294","519060550","360446934400","9998528"
"371950","풍원정밀","KOSDAQ","기술성장기업부","6560","30","0.46","6480","6700","6480","32158","212485360","138025601280","21040488"
"370090","퓨런티어","KOSDAQ","기술성장기업부","31550","-300","-0.94","32250","33100","31400","244193","7795961150","258136736500","8181830"
"445180","퓨릿","KOSDAQ","중견기업부","11220","250","2.28","11020","11580","11020","283838","3203323530","188150289360","16769188"
"341170","퓨쳐메디신","KONEX","일반기업부","6910","160","2.37","6990","6990","6660","566","3817100","72784446550","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","7880","-10","-0.13","7950","8030","7800","65701","518054000","174164981400","22102155"
"035200","프럼파스트","KOSDAQ","벤처기업부","3780","0","0.00","3765","3915","3750","234597","899739925","36781630200","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","4415","-190","-4.13","4625","4655","4415","352051","1578281125","270365633135","61237969"
"950210","프레스티지바이오파마","KOSPI",,"9410","-180","-1.88","9630","9680","9370","40475","383964890","565504818550","60096155"
"321260","프로이천","KOSDAQ","벤처기업부","2630","25","0.96","2610","2680","2580","285369","750483295","74145180920","28192084"
"296160","프로젠","KONEX","일반기업부","6600","-400","-5.71","7090","7090","6600","18012","120816790","76246500000","11552500"
"053610","프로텍","KOSDAQ","우량기업부","47800","-2150","-4.30","49950","50500","47800","113140","5488804650","525800000000","11000000"
"303360","프로티아","KOSDAQ","기술성장기업부","2865","-5","-0.17","2870","2890","2830","24117","68658845","36886058475","12874715"
"377220","프롬바이오","KOSDAQ","기술성장기업부","6050","60","1.00","5980","6430","5940","248383","1512882660","85637750000","14155000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","4775","100","2.14","4725","4900","4635","30708","146791485","55459361650","11614526"
"053160","프리엠스","KOSDAQ","중견기업부","12500","130","1.05","12270","12540","12250","21279","264778950","75000000000","6000000"
"405000","플라즈맵","KOSDAQ","기술성장기업부","4085","-95","-2.27","4180","4200","4085","64347","266709435","79291859820","19410492"
"041590","플래스크","KOSDAQ","중견기업부","1104","-101","-8.38","1200","1205","1098","1831265","2071106012","145280109408","131594302"
"367000","플래티어","KOSDAQ","벤처기업부","8900","110","1.25","8790","8970","8710","8097","71253740","74468142300","8367207"
"075130","플랜티넷","KOSDAQ","벤처기업부","2450","-20","-0.81","2460","2500","2445","26681","65772050","40724684000","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","6180","-20","-0.32","0","0","0","0","0","18786520200","3039890"
"009810","플레이그램","KOSPI",,"540","4","0.75","536","547","534","852367","460841724","68445100980","126750187"
"237820","플레이디","KOSDAQ","중견기업부","4960","-10","-0.20","4945","5220","4810","580866","2923552415","63622614400","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","5870","0","0.00","5900","5950","5760","30938","181758200","51461233400","8766820"
"300080","플리토","KOSDAQ","기술성장기업부","29000","0","0.00","29450","29550","28250","89728","2581687050","151780084000","5233796"
"150440","피노텍","KONEX","일반기업부","994","0","0.00","0","0","0","0","0","9508019528","9565412"
"032580","피델릭스","KOSDAQ","중견기업부","1714","-91","-5.04","1790","1798","1662","4308653","7349776732","56788357696","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","7950","-80","-1.00","7970","8130","7850","110172","881210800","60976786200","7670036"
"241820","피씨엘","KOSDAQ","벤처기업부","3990","45","1.14","3925","4020","3880","309996","1231031765","205599544920","51528708"
"237750","피앤씨테크","KOSDAQ","벤처기업부","5730","-40","-0.69","5760","5800","5730","14641","84229830","37225518000","6496600"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","20600","-150","-0.72","20850","20900","20250","139002","2852066750","596714308400","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","26250","-900","-3.31","27200","27350","26200","200247","5316037100","566012868750","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","3980","30","0.76","3955","3980","3955","1692","6709640","77095278540","19370673"
"057880","피에이치씨","KOSDAQ","관리종목(소속부없음)","1740","0","0.00","0","0","0","0","0","206724832500","118807375"
"043370","피에이치에이","KOSDAQ","우량기업부","9020","130","1.46","8890","9120","8890","29779","269085280","189420000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","23150","-550","-2.32","24000","24000","22800","110787","2568166650","230012728250","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","중견기업부","2450","35","1.45","2425","2465","2425","37161","90663215","73525911200","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","51000","-100","-0.20","51500","52100","50500","145175","7425442500","1159801098000","22741198"
"257370","피엔티엠에스","KOSDAQ","관리종목(소속부없음)","9210","0","0.00","0","0","0","0","0","92999789370","10097697"
"147760","피엠티","KOSDAQ","벤처기업부","5280","0","0.00","5300","5330","5220","12300","64762530","57128892480","10819866"
"128660","피제이메탈","KOSDAQ","중견기업부","3720","15","0.40","3720","3730","3675","32918","122159455","92268532680","24803369"
"006140","피제이전자","KOSDAQ","우량기업부","6410","-20","-0.31","6480","6500","6410","71372","459639420","96150000000","15000000"
"376180","피코그램","KOSDAQ","벤처기업부","4200","45","1.08","4155","4265","4155","48331","203897785","77350803600","18416858"
"304840","피플바이오","KOSDAQ","기술성장기업부","2970","-170","-5.41","3140","3185","2955","390494","1185911975","62635708080","21089464"
"062970","피피아이","KOSDAQ","중견기업부","2240","20","0.90","2255","2255","2185","35076","77318615","20850334400","9308185"
"087600","픽셀플러스","KOSDAQ","벤처기업부","6300","-10","-0.16","6320","6430","6210","31769","200990000","51449315400","8166558"
"291810","핀텔","KOSDAQ","기술성장기업부","4055","-10","-0.25","4095","4125","4050","21737","88729070","45999563160","11343912"
"378340","필에너지","KOSDAQ","중견기업부","17310","250","1.47","17170","17640","17160","223495","3882991010","367125747420","21208882"
"161580","필옵틱스","KOSDAQ","중견기업부","9960","-10","-0.10","9970","10100","9860","163899","1632247450","231984764280","23291643"
"347770","핌스","KOSDAQ","벤처기업부","3595","-50","-1.37","3625","3675","3590","33821","122972470","82171065990","22857042"
"163730","핑거","KOSDAQ","우량기업부","12120","-610","-4.79","12730","12730","12060","418834","5148777940","113216204520","9341271"
"417180","핑거스토리","KOSDAQ","중견기업부","3260","-120","-3.55","3335","3375","3260","207375","682554705","54069694960","16585796"
"446750","하나26호스팩","KOSDAQ","SPAC(소속부없음)","2035","-5","-0.25","2025","2040","2020","7363","14905595","12271050000","6030000"
"448370","하나27호스팩","KOSDAQ","SPAC(소속부없음)","1997","-13","-0.65","2000","2010","1994","24247","48483535","11223140000","5620000"
"454750","하나28호스팩","KOSDAQ","SPAC(소속부없음)","1999","0","0.00","2005","2005","1994","254","507275","14396798000","7202000"
"454640","하나29호스팩","KOSDAQ","SPAC(소속부없음)","2015","-15","-0.74","2025","2025","2010","1675","3376370","10883015000","5401000"
"406760","하나금융21호스팩","KOSDAQ","SPAC(소속부없음)","2070","5","0.24","2090","2090","2050","4571","9426055","15338700000","7410000"
"418170","하나금융22호스팩","KOSDAQ","SPAC(소속부없음)","2070","25","1.22","2035","2070","2035","9104","18610590","12440700000","6010000"
"427950","하나금융23호스팩","KOSDAQ","SPAC(소속부없음)","3125","0","0.00","3125","3175","3040","95216","294511955","15093750000","4830000"
"430230","하나금융24호스팩","KOSDAQ","SPAC(소속부없음)","2065","0","0.00","2070","2070","2050","12603","25999580","16528260000","8004000"
"435620","하나금융25호스팩","KOSDAQ","SPAC(소속부없음)","9460","-630","-6.24","10090","10400","9320","429846","4149537770","40696920000","4302000"
"086790","하나금융지주","KOSPI",,"42950","1100","2.63","42350","42950","42250","1382936","59133622750","12556715884100","292356598"
"299030","하나기술","KOSDAQ","벤처기업부","68100","500","0.74","68100","69900","67600","137552","9431942200","555737336700","8160607"
"067310","하나마이크론","KOSDAQ GLOBAL","우량기업부","27700","-500","-1.77","28500","28500","27400","984238","27408554200","1327712355800","47931854"
"372290","하나머스트7호스팩","KOSDAQ","SPAC(소속부없음)","3375","-15","-0.44","3425","3495","3255","232847","787299955","14526000000","4304000"
"166090","하나머티리얼즈","KOSDAQ GLOBAL","우량기업부","48900","-1400","-2.78","50600","50700","48100","219206","10699472450","965905758600","19752674"
"293480","하나제약","KOSPI",,"13900","40","0.29","13860","13940","13820","14568","202511050","247043949400","17772946"
